ID,Temperature,Humidity,Pressure,Co2 Gas,PM2.5,PM10
113,22.90826249,33.62061052,972.7462907,628,4.2,11.1
114,22.91847247,33.64561352,972.7620494,627,4.1,10.9
115,22.91336748,33.63561196,972.75417,626,4.2,11.0
116,22.91847247,33.6556138,972.7620494,627,4.2,11.0
117,22.9031575,33.65560931,972.7384114,628,4.2,11.3
118,22.90826249,33.65561082,972.7741786,628,4.3,11.1
119,22.91336748,33.66061239,972.7262818,627,4.3,11.1
120,22.90826249,33.64561077,972.7462907,628,4.3,11.3
121,22.91847247,33.65061367,972.7341609,628,4.3,11.2
122,22.91336748,33.65561231,972.75417,627,4.3,11.2
123,22.91336748,33.67061251,972.7262818,628,4.3,11.1
124,22.91847247,33.66061393,972.7899378,627,4.3,11.0
125,22.91847247,33.67561427,972.7899378,627,4.3,11.0
126,22.91336748,33.69561268,972.8099464,628,4.3,10.9
128,22.90826249,33.67561083,972.7462907,627,4.3,11.4
127,22.90826249,33.68061081,972.7741786,628,4.3,11.4
129,22.90826249,33.68561079,972.7462907,628,4.2,11.2
130,22.9031575,33.67060916,972.7941869,628,4.2,11.2
131,22.9031575,33.67560909,972.7941869,627,4.2,11.2
132,22.90826249,33.67061084,972.7741786,627,4.2,11.2
133,22.91847247,33.69061455,972.7899378,627,4.2,11.2
134,22.90826249,33.69561072,972.7741786,627,4.2,11.2
135,22.90826249,33.70061068,972.7462907,627,4.2,11.8
136,22.91847247,33.7206149,972.8178263,628,4.1,11.6
137,22.91336748,33.69061266,972.7820582,628,4.1,11.6
138,22.92357746,33.69561656,972.7699288,627,4.1,11.6
139,22.91336748,33.71561269,972.75417,627,4.1,10.8
140,22.91847247,33.71561486,972.7899378,628,4.1,10.8
141,22.91336748,33.73061262,972.8099464,628,4.0,10.6
142,22.92357746,33.72561722,972.7978174,628,4.0,10.6
143,22.92357746,33.74061745,972.7699288,628,4.0,10.7
144,22.92868245,33.74562002,972.7778082,628,4.1,10.4
145,22.91847247,33.76561495,972.7620494,627,4.1,10.4
146,22.92357746,33.74561751,972.7420401,627,4.0,10.2
147,22.92868245,33.7706205,972.833586,628,4.0,10.1
148,22.91847247,33.76061497,972.8178263,628,4.0,10.1
149,22.92357746,33.76061765,972.7699288,627,4.1,10.7
150,22.91847247,33.75561499,972.7341609,628,4.1,10.6
151,22.92868245,33.76562042,972.833586,628,4.1,10.6
152,22.92357746,33.76061765,972.7699288,627,4.1,10.7
153,22.92357746,33.77061771,972.7978174,628,4.0,10.5
154,22.92868245,33.79062076,972.833586,628,4.0,10.5
155,22.92868245,33.78562071,972.7778082,627,4.0,9.1
156,22.91336748,33.77561201,972.7820582,627,4.0,9.1
157,22.91847247,33.79561465,972.7620494,627,3.7,8.4
158,22.91847247,33.80061457,972.7620494,627,3.7,8.1
159,22.92357746,33.79561773,972.7699288,628,3.7,8.1
160,22.92868245,33.8106209,972.7778082,627,3.7,8.0
161,22.93378744,33.82562435,972.7856876,627,3.7,8.7
162,22.92868245,33.8106209,972.7778082,627,3.7,8.7
163,22.91847247,33.8156143,972.7899378,627,3.7,8.5
164,22.92868245,33.8106209,972.7778082,628,3.7,8.7
165,22.92357746,33.82061757,972.7699288,627,3.7,8.7
166,22.91847247,33.82561408,972.8178263,627,3.6,8.5
167,22.91336748,33.83061047,972.7820582,628,3.7,8.7
168,22.91336748,33.83561028,972.8378347,627,3.7,8.7
169,22.92357746,33.83561738,972.7978174,627,3.7,8.6
170,22.92357746,33.83061745,972.7699288,628,3.7,8.9
171,22.91847247,33.8406137,972.7899378,627,3.7,8.9
172,22.93378744,33.84562451,972.8414659,627,3.7,8.9
173,22.91336748,33.85060969,972.75417,627,3.9,9.7
174,22.91336748,33.86060925,972.7820582,627,3.9,9.7
176,22.91847247,33.84561356,972.7899378,627,4.0,9.7
175,22.92357746,33.86061693,972.7978174,627,4.0,9.7
177,22.91336748,33.86060925,972.7262818,627,4.1,9.5
178,22.90826249,33.85060595,972.7741786,628,4.1,9.4
179,22.91847247,33.86061309,972.7062726,627,4.1,9.4
180,22.91336748,33.8806083,972.6983937,628,4.1,9.6
181,22.90826249,33.87560453,972.8299547,627,4.2,8.8
182,22.91847247,33.88061237,972.7620494,627,4.2,8.8
183,22.90826249,33.87060483,972.7741786,628,4.2,9.0
184,22.90826249,33.87060483,972.7462907,628,4.2,9.1
185,22.90826249,33.87560453,972.7462907,628,4.2,9.1
186,22.91336748,33.88560804,972.75417,627,4.2,9.1
187,22.91336748,33.89060778,972.75417,628,4.2,9.1
188,22.91336748,33.89060778,972.7820582,627,4.2,9.1
189,22.91336748,33.88560804,972.75417,628,4.2,9.0
190,22.90826249,33.89560326,972.7184027,627,4.2,9.0
191,22.90826249,33.89060358,972.7741786,627,4.1,8.5
192,22.90826249,33.90560258,972.7184027,627,4.1,8.7
193,22.91336748,33.91060665,972.8378347,627,4.1,8.7
194,22.9031575,33.91059779,972.7662991,628,4.1,8.6
195,22.90826249,33.91060223,972.7741786,627,4.0,7.6
196,22.89805251,33.91559288,972.7305321,628,4.0,7.6
197,22.89294752,33.93058674,972.6947656,628,4.0,7.6
198,22.9031575,33.92559653,972.7662991,627,4.1,8.6
199,22.89805251,33.9205924,972.7026446,627,4.1,8.6
200,22.89805251,33.93059142,972.7863071,627,4.1,8.6
201,22.90826249,33.93060075,972.8020666,628,4.1,8.7
202,22.89805251,33.93059142,972.7863071,628,4.1,8.7
203,22.89805251,33.93059142,972.7584196,627,4.2,9.2
204,22.89294752,33.94058561,972.7505401,627,4.1,9.1
205,22.89805251,33.93559092,972.7863071,628,4.1,9.1
206,22.89805251,33.93559092,972.7584196,628,4.0,9.1
208,22.90826249,33.92560113,972.7741786,628,4.0,8.9
207,22.90826249,33.94559957,972.7462907,628,4.0,8.9
209,22.89805251,33.95058937,972.7305321,628,4.0,9.2
210,22.9031575,33.97559182,972.7105236,627,4.0,8.9
211,22.90826249,33.97059745,972.8299547,628,4.0,8.9
212,22.90826249,33.97059745,972.6905148,627,4.0,9.1
213,22.9031575,33.96559282,972.7105236,627,3.9,9.2
214,22.90826249,33.98059655,972.8020666,627,3.9,9.2
215,22.89805251,33.99058491,972.7305321,627,4.0,9.3
216,22.9031575,33.99059027,972.7105236,628,3.9,9.0
217,22.90826249,33.99059562,972.7462907,627,3.9,9.0
218,22.89805251,33.99558432,972.7584196,627,3.9,9.0
219,22.90826249,34.00559417,972.7741786,627,3.7,7.8
220,22.9031575,33.99059027,972.7662991,628,3.7,7.8
221,22.9031575,33.98059131,972.7384114,627,3.7,7.8
222,22.9031575,34.00558865,972.7662991,628,3.6,8.2
223,22.9031575,34.0105881,972.7662991,627,3.6,8.2
224,22.91336748,34.00559969,972.75417,628,3.6,8.1
225,22.90826249,34.01559317,972.7184027,627,3.5,8.5
226,22.90826249,34.02559214,972.7741786,628,3.5,8.5
227,22.90826249,34.02559214,972.6905148,628,3.5,8.8
228,22.91336748,34.02559789,972.75417,628,3.6,8.1
229,22.91847247,34.03560279,972.7899378,627,3.6,8.1
230,22.91336748,34.02559789,972.75417,627,3.5,8.1
231,22.91336748,34.02559789,972.7262818,628,3.4,8.0
232,22.92868245,34.02061535,972.7778082,628,3.4,8.0
233,22.90826249,34.01559317,972.7741786,628,3.5,8.2
234,22.91847247,34.03560279,972.7899378,628,3.5,8.1
235,22.91847247,34.04060236,972.7341609,628,3.5,8.1
236,22.91336748,34.05559497,972.6983937,627,3.5,8.3
237,22.91336748,34.04559597,972.8099464,627,3.5,8.3
238,22.90826249,34.05058944,972.7741786,628,3.5,8.3
240,22.90826249,34.05558888,972.6905148,627,3.6,8.8
239,22.91336748,34.06059445,972.7820582,628,3.6,8.7
241,22.91336748,34.07559287,972.7820582,628,3.6,8.8
242,22.91847247,34.06060059,972.7620494,627,3.7,9.1
243,22.91847247,34.0805987,972.7620494,628,3.7,8.2
244,22.92357746,34.0706059,972.7699288,628,3.7,8.2
245,22.92357746,34.07560548,972.7978174,628,3.6,8.2
246,22.91847247,34.0805987,972.7062726,628,3.7,8.3
247,22.92357746,34.0706059,972.7699288,627,3.7,8.3
248,22.91336748,34.07059341,972.6983937,627,3.6,7.8
249,22.91336748,34.07559287,972.7262818,628,3.6,7.8
250,22.91847247,34.0855982,972.7341609,628,3.6,7.8
251,22.92357746,34.06560631,972.7699288,627,3.7,8.1
252,22.91847247,34.0955972,972.8178263,628,3.7,8.1
253,22.92357746,34.10060327,972.7699288,627,3.7,7.6
255,22.91847247,34.0955972,972.7620494,628,3.7,7.2
254,22.91847247,34.0955972,972.7341609,628,3.7,7.2
256,22.92357746,34.11060234,972.7420401,628,3.7,7.3
257,22.92357746,34.11560186,972.7699288,628,3.6,7.3
258,22.93378744,34.1256146,972.7577985,628,3.6,7.3
259,22.91847247,34.10559617,972.7341609,628,3.6,7.4
260,22.92868245,34.12060818,972.7499193,629,3.5,7.3
261,22.91847247,34.11059564,972.7062726,628,3.5,7.3
262,22.93378744,34.10561607,972.8135768,628,3.5,7.6
263,22.93378744,34.11061571,972.7299094,627,3.6,7.7
264,22.92357746,34.10560281,972.7141515,628,3.6,7.7
265,22.92868245,34.09561025,972.7778082,627,3.6,7.9
266,22.92868245,34.12060818,972.7499193,628,3.5,7.7
267,22.92868245,34.11560861,972.7499193,627,3.5,7.7
268,22.93378744,34.10561607,972.7577985,628,3.5,7.4
270,22.92357746,34.12060138,972.7699288,627,3.6,7.7
269,22.92868245,34.11060903,972.7499193,627,3.6,7.7
271,22.92357746,34.12560088,972.7141515,628,3.7,7.2
272,22.92868245,34.1306073,972.7778082,629,3.6,7.0
273,22.93378744,34.11561535,972.7577985,627,3.6,7.3
274,22.92868245,34.13560685,972.7778082,628,3.6,7.3
275,22.91847247,34.12559401,972.7620494,627,3.6,7.2
276,22.92868245,34.12560775,972.8056971,628,3.6,8.4
277,22.92357746,34.13559988,972.7141515,629,3.6,8.4
278,22.92868245,34.14560593,972.7499193,628,3.6,8.4
279,22.92868245,34.11060903,972.7778082,628,3.6,8.7
280,22.93378744,34.11561535,972.7577985,628,3.6,8.7
281,22.92868245,34.11060903,972.7499193,629,3.7,8.8
282,22.93378744,34.12061498,972.8135768,629,3.6,8.6
283,22.93378744,34.11561535,972.7577985,628,3.6,8.6
284,22.92868245,34.12560775,972.7499193,629,3.5,8.2
285,22.92868245,34.11560861,972.6941416,629,3.5,8.2
286,22.93378744,34.11561535,972.7577985,627,3.6,8.2
287,22.93378744,34.10061642,972.7856876,628,3.6,8.1
288,22.93378744,34.12061498,972.7577985,627,3.6,8.1
289,22.94399742,34.10562929,972.773557,629,3.5,8.0
290,22.93378744,34.12061498,972.7020203,629,3.6,8.4
291,22.93378744,34.1256146,972.7577985,628,3.6,8.4
292,22.93889243,34.12562145,972.7935671,628,3.5,8.7
293,22.94399742,34.12062855,972.8014466,628,3.6,8.6
294,22.94910242,34.13563468,972.7535465,627,3.6,8.6
295,22.94399742,34.13562774,972.773557,628,3.6,8.8
296,22.94399742,34.12562828,972.8014466,629,3.6,9.0
297,22.93889243,34.13562078,972.7656777,628,3.6,9.0
298,22.94910242,34.12563511,972.8372159,629,3.6,9.4
299,22.94399742,34.14062745,972.8014466,629,3.5,9.3
301,22.94910242,34.15563372,972.8372159,628,3.6,9.4
300,22.95420741,34.16064069,972.7614256,629,3.5,9.3
302,22.94399742,34.15562655,972.773557,629,3.6,9.3
303,22.94399742,34.15062686,972.7177779,628,3.6,9.3
304,22.94910242,34.1656332,972.7535465,628,3.7,9.0
305,22.94910242,34.15563372,972.7535465,629,3.6,8.9
306,22.95420741,34.16564048,972.7893156,629,3.6,8.9
307,22.94910242,34.16063347,972.7535465,629,3.7,8.7
308,22.9593124,34.16564775,972.7414144,629,3.7,8.5
309,22.95420741,34.16564048,972.7335356,629,3.7,8.5
310,22.94910242,34.17063293,972.7535465,628,3.7,8.7
311,22.94399742,34.15562655,972.7177779,629,3.7,8.6
312,22.95420741,34.17064027,972.7614256,628,3.7,8.6
313,22.9593124,34.1706476,972.7693047,629,3.7,8.8
315,22.95420741,34.16064069,972.7893156,629,3.7,8.6
314,22.95420741,34.15564089,972.7056456,629,3.7,8.6
316,22.9593124,34.15564804,972.8250852,628,3.7,8.2
318,22.9593124,34.15564804,972.7135242,628,3.7,8.2
317,22.9593124,34.1606479,972.7414144,629,3.7,8.2
319,22.96441739,34.16565501,972.7492933,628,3.8,8.5
320,22.94910242,34.17063293,972.7256567,629,3.8,8.4
321,22.96441739,34.1606551,972.7214029,628,3.8,8.4
322,22.9593124,34.17564743,972.7414144,628,3.9,7.6
323,22.96952239,34.15066235,972.7571723,628,3.8,7.4
324,22.95420741,34.16564048,972.7335356,629,3.8,7.4
325,22.9593124,34.1706476,972.7414144,629,3.8,7.2
326,22.9593124,34.1906469,972.7693047,629,3.8,7.2
327,22.95420741,34.18063982,972.7893156,628,3.8,7.2
328,22.95420741,34.18563958,972.7335356,629,3.8,7.4
329,22.95420741,34.19563909,972.7335356,628,3.9,7.9
330,22.95420741,34.2106383,972.7614256,628,3.9,7.9
331,22.9593124,34.17564743,972.685634,629,3.9,8.1
333,22.95420741,34.2106383,972.7614256,628,3.8,7.8
332,22.94910242,34.19563147,972.7535465,629,3.8,7.8
334,22.95420741,34.20063883,972.7893156,629,3.8,8.3
335,22.94910242,34.2106305,972.7535465,628,3.8,7.9
336,22.95420741,34.22063773,972.6777556,629,3.8,7.9
337,22.94910242,34.2106305,972.697767,629,3.8,8.1
338,22.9593124,34.21064608,972.7693047,629,3.8,8.7
339,22.94910242,34.23062911,972.7535465,628,3.8,8.7
340,22.96952239,34.22566128,972.7571723,628,3.8,8.7
341,22.95420741,34.23063713,972.7335356,629,3.8,8.2
342,22.9593124,34.23064515,972.7971949,628,3.8,8.2
343,22.96952239,34.23566102,972.8129537,629,3.7,7.8
344,22.94399742,34.23062108,972.773557,628,3.8,7.9
345,22.94910242,34.24062837,972.8093261,628,3.8,7.9
346,22.94910242,34.23562874,972.7814363,628,3.8,7.8
347,22.9593124,34.2356449,972.7135242,628,3.8,7.8
348,22.95420741,34.25063586,972.8450957,629,3.8,8.0
349,22.9593124,34.24564437,972.7971949,628,3.8,8.0
350,22.9593124,34.24564437,972.7971949,629,3.8,8.0
351,22.94910242,34.25562721,972.7535465,628,3.8,8.1
352,22.95420741,34.25063586,972.7893156,629,3.8,8.2
353,22.95420741,34.25563552,972.8172056,629,3.8,8.2
354,22.9593124,34.27564263,972.7414144,628,3.8,8.9
355,22.9593124,34.27564263,972.8529755,628,3.8,9.1
356,22.96441739,34.27565115,972.7771838,629,3.8,9.1
357,22.9593124,34.27064294,972.7971949,629,3.8,9.1
358,22.9593124,34.27064294,972.7693047,629,3.8,9.0
359,22.94910242,34.28062512,972.7256567,628,3.8,9.0
360,22.96441739,34.28565062,972.7214029,629,3.8,9.1
361,22.96952239,34.27065986,972.7292816,628,3.9,9.5
362,22.96441739,34.27565115,972.8329648,629,3.9,9.5
363,22.9593124,34.26564324,972.7693047,628,3.9,9.5
364,22.95420741,34.28063372,972.7893156,629,3.8,8.9
365,22.95420741,34.27563409,972.7335356,629,3.8,8.9
366,22.94910242,34.30062332,972.8372159,628,3.8,9.3
367,22.95420741,34.29063295,972.7335356,629,3.9,9.7
368,22.95420741,34.30063215,972.7893156,628,3.9,9.7
369,22.95420741,34.29563255,972.7335356,628,3.8,9.6
370,22.95420741,34.32063046,972.7893156,630,3.8,9.7
371,22.95420741,34.33562912,972.8450957,629,3.8,9.7
372,22.95420741,34.34062866,972.7893156,629,3.9,9.7
373,22.95420741,34.33062958,972.7893156,630,3.8,9.7
374,22.9593124,34.34563753,972.7971949,630,3.8,9.7
375,22.9593124,34.33563834,972.7971949,629,3.8,9.5
376,22.95420741,34.34062866,972.8172056,630,3.9,9.9
377,22.95420741,34.34062866,972.7335356,630,3.9,9.9
378,22.9593124,34.35063711,972.7414144,630,3.9,10.0
379,22.9593124,34.34063794,972.7693047,630,3.9,9.5
380,22.95420741,34.33562912,972.7614256,629,3.9,9.5
381,22.9593124,34.34563753,972.685634,628,3.9,9.5
382,22.9593124,34.33563834,972.7971949,629,3.9,9.0
383,22.95420741,34.32563002,972.7893156,628,3.9,9.0
384,22.9593124,34.33563834,972.7414144,629,4.0,8.9
385,22.95420741,34.32563002,972.7614256,629,4.2,9.4
386,22.95420741,34.32563002,972.7614256,630,4.2,9.4
387,22.95420741,34.34562819,972.7614256,630,4.2,9.6
388,22.94910242,34.33561989,972.697767,629,4.2,10.2
389,22.95420741,34.33562912,972.7614256,629,4.2,10.2
390,22.95420741,34.35062772,972.7614256,629,4.2,10.4
391,22.9593124,34.34563753,972.7414144,628,4.2,10.4
392,22.96952239,34.34565617,972.7571723,630,4.2,10.4
393,22.9593124,34.33063874,972.7693047,628,4.1,10.0
394,22.9593124,34.33063874,972.6577438,629,4.2,10.6
395,22.9593124,34.35063711,972.7693047,630,4.2,10.6
396,22.9593124,34.32563913,972.8250852,630,4.2,10.7
397,22.9593124,34.34563753,972.7693047,629,4.3,11.0
399,22.95420741,34.34562819,972.7335356,630,4.3,10.4
398,22.96441739,34.32564822,972.7771838,629,4.3,11.0
400,22.9593124,34.32563913,972.8250852,629,4.4,10.0
401,22.95420741,34.34062866,972.7614256,629,4.4,10.0
402,22.94399742,34.35560831,972.7456674,630,4.4,10.3
403,22.9593124,34.33563834,972.7414144,629,4.3,10.2
404,22.95420741,34.35062772,972.7893156,630,4.3,10.2
405,22.94910242,34.32562091,972.7256567,629,4.3,10.2
406,22.94910242,34.32062141,972.8093261,629,4.3,9.8
407,22.94910242,34.34061937,972.7256567,630,4.3,9.8
408,22.94910242,34.33561989,972.7256567,630,4.3,9.8
409,22.94910242,34.32562091,972.7535465,629,4.3,10.1
410,22.93378744,34.3105955,972.8135768,629,4.3,10.1
411,22.93889243,34.31560387,972.7377884,629,4.2,9.7
412,22.93889243,34.31560387,972.7377884,630,4.1,8.9
414,22.94399742,34.30061449,972.8014466,630,4.2,9.0
413,22.93889243,34.31560387,972.7656777,629,4.1,8.9
415,22.94399742,34.31561289,972.6898884,630,4.2,9.0
416,22.93889243,34.31560387,972.7935671,629,4.2,9.0
417,22.93889243,34.31060447,972.7935671,629,4.2,8.6
418,22.94399742,34.31061343,972.7456674,630,4.2,8.7
419,22.93889243,34.29560622,972.7935671,629,4.2,8.7
420,22.93889243,34.30560506,972.7656777,630,4.2,8.5
421,22.94399742,34.29061552,972.7177779,630,4.2,7.9
422,22.94910242,34.29062424,972.7256567,630,4.2,7.9
423,22.93889243,34.29060679,972.7377884,629,4.2,8.0
424,22.93889243,34.29560622,972.7656777,630,4.2,7.9
425,22.93378744,34.27559988,972.7856876,630,4.2,7.9
426,22.92868245,34.27559131,972.7778082,630,4.3,8.4
427,22.94910242,34.29062424,972.7535465,629,4.2,8.3
429,22.94399742,34.27061749,972.7177779,630,4.1,7.8
428,22.94399742,34.27561701,972.7177779,629,4.2,8.3
430,22.94910242,34.27562555,972.8093261,630,4.1,7.8
431,22.94910242,34.2656264,972.7814363,630,4.0,7.5
432,22.94910242,34.27062598,972.7814363,630,4.0,8.1
433,22.93889243,34.2806079,972.7935671,629,4.0,8.1
434,22.94910242,34.28062512,972.7256567,629,4.0,7.4
435,22.93378744,34.27559988,972.7856876,629,4.0,7.3
436,22.93889243,34.2806079,972.7377884,629,4.0,7.3
437,22.94910242,34.29062424,972.7256567,630,4.0,7.4
438,22.93889243,34.29060679,972.7935671,629,4.1,7.5
439,22.94399742,34.28561602,972.773557,629,4.1,7.5
440,22.93889243,34.27060899,972.7656777,630,4.1,7.0
441,22.94910242,34.28562468,972.7256567,630,4.0,6.8
443,22.94399742,34.27561701,972.7177779,629,3.9,6.5
442,22.93378744,34.28059928,972.6741313,630,4.0,6.8
444,22.94399742,34.28061652,972.8014466,630,3.9,6.6
446,22.93378744,34.28059928,972.7299094,629,3.9,6.5
445,22.94399742,34.27061749,972.6898884,629,3.9,6.6
447,22.93378744,34.28559867,972.7577985,629,3.9,6.5
448,22.93889243,34.29560622,972.7377884,630,3.9,6.4
449,22.93378744,34.29059805,972.8414659,630,4.0,6.3
450,22.93378744,34.29059805,972.7299094,630,4.0,6.3
451,22.93889243,34.29560622,972.7098991,630,4.0,6.3
452,22.93378744,34.29559742,972.8135768,630,3.9,6.4
453,22.93889243,34.31560387,972.7656777,629,3.9,6.4
454,22.93378744,34.32059419,972.7020203,629,4.0,6.5
455,22.93378744,34.31559485,972.7577985,629,4.0,6.3
456,22.92868245,34.31558581,972.7220304,630,4.0,6.3
457,22.93889243,34.31560387,972.7377884,629,4.0,6.5
458,22.92868245,34.34058214,972.7499193,630,4.1,6.6
459,22.93889243,34.35059949,972.7377884,629,4.1,6.6
460,22.92357746,34.34057281,972.7699288,630,4.0,6.7
461,22.93378744,34.3655879,972.7856876,630,4.0,7.0
462,22.92357746,34.35557035,972.7699288,630,4.0,7.0
463,22.91847247,34.35556084,972.6783842,629,4.1,7.0
464,22.92868245,34.3705775,972.6941416,629,4.0,7.2
